City,Latitude,Longitude,Property_Type,Ownership,Condition,Available_Utilities,Bedrooms,Bathrooms,Size_sqm,Price_NGN
Ibadan,7.39983,3.94163,Appartment,Rent,Fairly Used,Security,2.0,1.0,538.0,11638976.0
Benin city,6.3265,5.59286,Mini Flat,Sale,Fairly Used,Electricity,1.0,3.0,396.0,78704106.0
Lagos,6.48063,3.34508,Detached House,Sale,Fairly Used,Internet,2.0,1.0,333.0,98444672.0
Jos,9.89112,8.85243,Duplex,Sale,Old,Internet,4.0,2.0,250.0,67738236.0
Benin city,6.35736,5.64549,Apartment,Rent,New,Water,2.0,1.0,427.0,54700119.0
Enugu,6.54396,7.48676,Appartment,Sale,New,Water,5.0,2.0,373.0,34059337.0
Maiduguri,11.86311,13.11487,Studio,Sale,Old,Electricity,6.0,3.0,102.0,388939520.0
Maiduguri,11.85581,13.19913,Studio,Sale,New,Electricity,1.0,2.0,46.0,32128929.0
Kaduna,10.5025,7.42772,Studio,Sale,New,Security,3.0,1.0,446.0,80244144.0
Ibadan,7.33465,3.93232,Bungalow,Rent,Fairly Used,Water,2.0,4.0,320.0,252027121.0
Port harcourt,4.81025,7.02075,Mini Flat,Sale,Old,Internet,2.0,1.0,479.0,88840817.0
Enugu,6.50642,7.53044,Bungalow,Rent,New,Internet,3.0,1.0,581.0,141598179.0
Kaduna,10.49733,7.44481,Appartment,Rent,Old,Electricity,2.0,2.0,300.0,3799513.0
Port harcourt,4.85472,7.08932,Duplex,Rent,New,Water,1.0,1.0,517.0,289629563.0
Port harcourt,4.77018,7.06586,Duplex,Sale,Old,Water,3.0,4.0,42.0,16279504.0
Maiduguri,11.78318,13.10843,Bungalow,Sale,New,Parking,4.0,2.0,145.0,131395536.0
Jos,9.86111,8.8478,Studio,Rent,Old,Electricity,3.0,2.0,81.0,404393548.0
Lagos,6.56684,3.36009,Detached House,Sale,New,Internet,1.0,4.0,573.0,413908317.0
Benin city,6.30131,5.62118,Appartment,Rent,New,Security,5.0,4.0,374.0,251045940.0
Maiduguri,11.7907,13.16605,Duplex,Rent,New,Internet,3.0,2.0,352.0,41103908.0
Abuja,9.05289,7.40246,Detached House,Sale,Fairly Used,Electricity,6.0,4.0,126.0,110438851.0
Kano,12.00344,8.58545,Appartment,Sale,New,Electricity,4.0,4.0,447.0,21826267.0
Enugu,6.53502,7.4786,Duplx,Sale,Old,Parking,4.0,4.0,572.0,301519720.0
Maiduguri,11.84175,13.13408,Duplex,Rent,Old,Internet,3.0,3.0,328.0,37537851.0
Ibadan,7.34818,3.98416,Studio,Sale,New,Security,4.0,3.0,454.0,24463734.0
Lagos,6.53633,3.37411,Duplex,Sale,Fairly Used,Electricity,6.0,3.0,354.0,25227156.0
Enugu,6.5158,7.46017,Detached House,Rent,Old,Internet,4.0,2.0,280.0,81409144.0
Kaduna,10.52573,7.38873,Duplex,Sale,Old,Parking,6.0,1.0,77.0,60283004.0
Enugu,6.50153,7.51461,Appartment,Rent,New,Water,5.0,1.0,342.0,41925658.0
Ibadan,7.36805,3.90825,Detached House,Sale,Old,Water,4.0,4.0,540.0,232908631.0
Benin city,6.34223,5.6422,Studio,Rent,New,Internet,3.0,3.0,435.0,44688521.0
Maiduguri,11.8786,13.18284,Duplx,Sale,New,Water,4.0,1.0,528.0,63873026.0
Maiduguri,11.792,13.15039,Duplx,Rent,New,Internet,1.0,3.0,384.0,9830315.0
Abuja,9.08504,7.42805,Detached House,Rent,Old,Water,2.0,3.0,169.0,62714310.0
Lagos,6.51385,3.42406,Mini Flat,Sale,New,Parking,1.0,1.0,592.0,8635474.0
Port harcourt,4.77633,7.09602,Detached House,Sale,New,Electricity,4.0,2.0,192.0,23502906.0
Lagos,6.51456,3.41682,Duplx,Sale,Old,Internet,3.0,4.0,407.0,2415861.0
Kano,11.98439,8.61243,Apartment,Rent,Fairly Used,Security,1.0,4.0,68.0,197753791.0
Maiduguri,11.83426,13.14423,Studio,Rent,Fairly Used,Electricity,5.0,4.0,416.0,430070132.0
Abuja,9.12029,7.40583,Studio,Rent,New,Parking,6.0,1.0,350.0,34391533.0
Enugu,6.4806,7.46332,Duplx,Sale,Old,Internet,5.0,2.0,232.0,6972433.0
Jos,9.9217,8.85844,Detached House,Sale,Old,Internet,6.0,4.0,318.0,84883638.0
Abuja,9.12352,7.43295,Apartment,Rent,Fairly Used,Water,1.0,3.0,373.0,490601287.0
Jos,9.91858,8.90123,Duplex,Rent,Old,Parking,3.0,4.0,585.0,321434250.0
Jos,9.88456,8.82966,Studio,Sale,Old,Security,1.0,4.0,275.0,48678791.0
Enugu,6.49466,7.51753,Appartment,Rent,New,Security,1.0,2.0,77.0,16841173.0
Enugu,6.53098,7.52567,Mini Flat,Rent,New,Water,3.0,2.0,551.0,45114664.0
Enugu,6.56963,7.5405,Appartment,Rent,Fairly Used,Water,1.0,2.0,309.0,99130357.0
Benin city,6.36297,5.56905,Apartment,Rent,Fairly Used,Internet,2.0,2.0,431.0,78972086.0
Abuja,9.09903,7.38935,Studio,Sale,New,Security,5.0,4.0,272.0,55922078.0
Kano,11.97458,8.63077,Studio,Rent,Old,Water,1.0,1.0,500.0,42217815.0
Jos,9.87115,8.87539,Apartment,Sale,New,Water,5.0,1.0,122.0,27676841.0
Maiduguri,11.8306,13.10445,Duplex,Sale,Old,Water,6.0,2.0,208.0,370432637.0
Ibadan,7.37309,3.9695,Mini Flat,Sale,Old,Electricity,3.0,2.0,523.0,308638888.0
Kaduna,10.50018,7.44609,Appartment,Rent,Fairly Used,Water,5.0,2.0,406.0,88932355.0
Kaduna,10.48742,7.41467,Studio,Rent,Fairly Used,Security,6.0,3.0,316.0,205498050.0
Enugu,6.54845,7.51186,Apartment,Sale,Old,Internet,5.0,4.0,411.0,79910013.0
Jos,9.84721,8.82293,Detached House,Rent,Old,Internet,3.0,3.0,229.0,16931138.0
Kano,12.00969,8.59113,Appartment,Rent,Fairly Used,Security,2.0,2.0,245.0,74106047.0
Abuja,9.10498,7.40481,Studio,Sale,Old,Water,6.0,4.0,250.0,230380091.0
Abuja,9.06975,7.43711,Mini Flat,Rent,Fairly Used,Parking,4.0,1.0,553.0,205880366.0
Port harcourt,4.83,7.0917,Studio,Rent,Old,Water,5.0,2.0,480.0,55260562.0
Ibadan,7.39938,3.92332,Duplx,Sale,Fairly Used,Parking,1.0,4.0,472.0,124557809.0
Lagos,6.5366,3.36303,Detached House,Sale,Fairly Used,Parking,3.0,2.0,512.0,70738619.0
Benin city,6.31057,5.64453,Apartment,Sale,New,Parking,3.0,2.0,333.0,396633459.0
Maiduguri,11.81348,13.14758,Duplx,Rent,Old,Parking,2.0,3.0,330.0,99116331.0
Port harcourt,4.78939,7.09615,Studio,Rent,New,Internet,1.0,1.0,106.0,99767948.0
Kano,11.98482,8.57209,Duplx,Sale,New,Security,6.0,4.0,544.0,82454022.0
Enugu,6.51198,7.52914,Bungalow,Sale,Old,Water,6.0,3.0,321.0,43379581.0
Port harcourt,4.85238,7.04745,Apartment,Sale,Fairly Used,Security,3.0,4.0,71.0,32918255.0
Maiduguri,11.84512,13.12332,Mini Flat,Sale,Fairly Used,Electricity,6.0,3.0,252.0,490560434.0
Maiduguri,11.84891,13.10127,Studio,Sale,New,Electricity,5.0,1.0,177.0,437553308.0
Kaduna,10.49655,7.4528,Duplx,Sale,Fairly Used,Internet,6.0,3.0,462.0,75319721.0
Enugu,6.52391,7.5024,Duplx,Rent,Old,Water,2.0,3.0,252.0,364053816.0
Lagos,6.52927,3.41995,Bungalow,Sale,Fairly Used,Internet,1.0,4.0,504.0,18681323.0
Lagos,6.54708,3.41942,Bungalow,Sale,New,Security,5.0,3.0,100.0,60130509.0
Benin city,6.35967,5.6019,Studio,Sale,New,Parking,1.0,4.0,519.0,11032458.0
Benin city,6.3358,5.64245,Appartment,Rent,Fairly Used,Electricity,4.0,1.0,115.0,305946586.0
Enugu,6.5195,7.49291,Duplex,Sale,Old,Security,5.0,2.0,337.0,72473613.0
Lagos,6.56035,3.38462,Appartment,Rent,Fairly Used,Parking,3.0,3.0,114.0,72530090.0
Abuja,9.03097,7.43517,Duplx,Sale,New,Parking,6.0,3.0,423.0,334977397.0
Kaduna,10.47971,7.47171,Studio,Sale,Fairly Used,Parking,2.0,3.0,256.0,99622019.0
Maiduguri,11.85473,13.12981,Studio,Sale,New,Security,5.0,1.0,219.0,343886117.0
Kano,11.9539,8.56541,Detached House,Sale,New,Water,6.0,1.0,149.0,68205919.0
Enugu,6.55064,7.51924,Bungalow,Rent,Old,Internet,3.0,3.0,147.0,54921280.0
Ibadan,7.33895,3.94311,Studio,Sale,Old,Parking,1.0,2.0,409.0,464501389.0
Kano,12.02842,8.63583,Mini Flat,Sale,Old,Water,4.0,4.0,376.0,57510921.0
Enugu,6.57296,7.54966,Bungalow,Rent,Fairly Used,Security,3.0,3.0,103.0,94793172.0
Jos,9.89885,8.8777,Mini Flat,Sale,Old,Water,5.0,4.0,573.0,41527340.0
Maiduguri,11.79263,13.10722,Mini Flat,Rent,Fairly Used,Electricity,2.0,3.0,322.0,199858058.0
Kaduna,10.50359,7.45297,Detached House,Rent,Old,Parking,2.0,1.0,501.0,40207230.0
Kaduna,10.55898,7.48035,Duplex,Sale,Old,Electricity,5.0,3.0,479.0,65709004.0
Benin city,6.30752,5.60213,Duplex,Sale,New,Electricity,2.0,2.0,481.0,363925431.0
Abuja,9.12398,7.37253,Apartment,Sale,Old,Electricity,5.0,1.0,178.0,155175873.0
Port harcourt,4.78665,7.0245,Detached House,Rent,Fairly Used,Security,6.0,4.0,202.0,312821630.0
Port harcourt,4.82884,7.03132,Bungalow,Rent,Fairly Used,Electricity,5.0,4.0,316.0,90038638.0
Ibadan,7.41016,3.91181,Apartment,Sale,New,Parking,2.0,4.0,146.0,252920166.0
Jos,9.86841,8.81526,Bungalow,Rent,New,Parking,5.0,4.0,560.0,48813668.0
Port harcourt,4.81044,7.07958,Duplx,Rent,Fairly Used,Electricity,3.0,3.0,152.0,62783371.0
Lagos,6.53617,3.35271,Duplx,Rent,New,Security,6.0,4.0,492.0,85288974.0
Kaduna,10.54483,7.44037,Duplx,Sale,New,Internet,6.0,2.0,75.0,88526286.0
Enugu,6.51236,7.48047,Studio,Rent,New,Internet,3.0,3.0,94.0,34109385.0
Enugu,6.51283,7.55715,Studio,Sale,Old,Parking,5.0,1.0,51.0,300116932.0
Port harcourt,4.81359,7.0109,Bungalow,Rent,Old,Security,3.0,4.0,344.0,153116915.0
Kano,11.99085,8.59603,Appartment,Rent,Old,Security,6.0,4.0,237.0,54032729.0
Ibadan,7.39124,3.95549,Detached House,Sale,Fairly Used,Internet,2.0,3.0,489.0,51256589.0
Jos,9.88276,8.84029,Appartment,Sale,Fairly Used,Electricity,6.0,2.0,240.0,151995923.0
Maiduguri,11.84932,13.16223,Apartment,Rent,Fairly Used,Security,3.0,4.0,346.0,6313158.0
Port harcourt,4.7996,7.07117,Duplex,Sale,Fairly Used,Parking,1.0,3.0,155.0,53114426.0
Port harcourt,4.78101,7.01096,Duplex,Sale,Old,Water,1.0,1.0,551.0,165657753.0
Port harcourt,4.79223,7.08928,Duplx,Rent,New,Security,3.0,4.0,284.0,65709145.0
Enugu,6.476,7.51853,Studio,Rent,New,Electricity,5.0,3.0,122.0,14417260.0
Kano,11.97611,8.56615,Duplx,Sale,Fairly Used,Parking,3.0,4.0,579.0,131646210.0
Kaduna,10.52359,7.42478,Bungalow,Sale,Fairly Used,Internet,3.0,2.0,172.0,311047185.0
Kaduna,10.56879,7.43479,Bungalow,Sale,Old,Internet,3.0,2.0,41.0,307061978.0
Ibadan,7.38727,3.98653,Appartment,Sale,Fairly Used,Internet,1.0,4.0,408.0,82797531.0
Kaduna,10.50448,7.39291,Bungalow,Rent,Old,Security,1.0,3.0,291.0,99457263.0
Port harcourt,4.79567,7.07663,Appartment,Rent,New,Water,5.0,1.0,590.0,411211864.0
Enugu,6.53381,7.52747,Duplx,Sale,New,Parking,3.0,3.0,445.0,25324038.0
Kaduna,10.56599,7.43741,Detached House,Rent,Fairly Used,Electricity,6.0,4.0,435.0,33831142.0
Benin city,6.37633,5.60342,Studio,Rent,New,Parking,3.0,3.0,415.0,63322313.0
Jos,9.86657,8.83488,Studio,Rent,Old,Parking,2.0,2.0,152.0,67748945.0
Lagos,6.49267,3.41301,Detached House,Sale,Old,Water,6.0,4.0,524.0,128502294.0
Jos,9.8933,8.84523,Duplx,Sale,Old,Electricity,2.0,3.0,109.0,58893873.0
Port harcourt,4.78413,7.03535,Studio,Sale,New,Electricity,1.0,4.0,244.0,85907998.0
Port harcourt,4.81778,7.07626,Detached House,Rent,New,Internet,3.0,3.0,364.0,85134949.0
Abuja,9.03514,7.43736,Mini Flat,Rent,Fairly Used,Security,2.0,2.0,352.0,449940191.0
Kano,12.04528,8.62908,Appartment,Rent,New,Parking,4.0,4.0,223.0,209435080.0
Abuja,9.11224,7.35751,Detached House,Sale,New,Water,4.0,2.0,267.0,43366808.0
Maiduguri,11.82874,13.19865,Mini Flat,Sale,New,Parking,3.0,4.0,341.0,114615130.0
Ibadan,7.36722,3.93164,Detached House,Rent,Old,Water,1.0,3.0,487.0,8523315.0
Enugu,6.48786,7.46631,Bungalow,Sale,Old,Water,3.0,4.0,329.0,41483781.0
Kano,12.00017,8.60929,Studio,Sale,Old,Water,1.0,1.0,224.0,7237588.0
Abuja,9.11968,7.39257,Duplex,Sale,Old,Water,6.0,4.0,397.0,497375609.0
Port harcourt,4.78062,7.03564,Duplx,Sale,Old,Internet,5.0,2.0,462.0,56727414.0
Benin city,6.29085,5.58374,Mini Flat,Rent,Old,Parking,4.0,1.0,41.0,247232657.0
Lagos,6.50845,3.40804,Mini Flat,Sale,Old,Electricity,4.0,1.0,337.0,89301417.0
Benin city,6.3545,5.62923,Detached House,Rent,New,Water,4.0,4.0,141.0,69311998.0
Abuja,9.10329,7.36331,Bungalow,Sale,Old,Security,2.0,1.0,213.0,29519793.0
Abuja,9.09614,7.37741,Mini Flat,Sale,New,Water,5.0,4.0,238.0,481750602.0
Kano,11.96697,8.60243,Duplx,Rent,New,Security,4.0,1.0,45.0,78910871.0
Port harcourt,4.80208,7.09761,Studio,Sale,Old,Electricity,6.0,2.0,94.0,42390008.0
Enugu,6.51643,7.55211,Duplex,Sale,Fairly Used,Security,6.0,2.0,292.0,474166893.0
Port harcourt,4.85396,7.05677,Appartment,Sale,Old,Parking,4.0,3.0,472.0,42219478.0
Maiduguri,11.81737,13.198,Duplex,Rent,New,Parking,4.0,2.0,151.0,43428422.0
Maiduguri,11.82273,13.15483,Apartment,Rent,New,Water,6.0,2.0,321.0,225910870.0
Kano,12.0327,8.58144,Bungalow,Rent,Fairly Used,Water,1.0,2.0,363.0,3050584.0
Ibadan,7.35491,3.902,Bungalow,Sale,Fairly Used,Water,2.0,3.0,528.0,267770802.0
Benin city,6.37645,5.64532,Detached House,Sale,Fairly Used,Water,6.0,4.0,91.0,495757114.0
Benin city,6.32338,5.6448,Detached House,Sale,New,Parking,3.0,4.0,126.0,7986128.0
Enugu,6.56168,7.46966,Duplx,Sale,Fairly Used,Security,1.0,4.0,530.0,38589461.0
Kano,12.04604,8.61858,Appartment,Sale,Fairly Used,Internet,2.0,2.0,189.0,5189417.0
Jos,9.86672,8.89492,Bungalow,Sale,Old,Parking,2.0,1.0,171.0,42840888.0
Port harcourt,4.82771,7.07109,Apartment,Rent,Old,Parking,2.0,1.0,252.0,465763726.0
Maiduguri,11.84625,13.15645,Studio,Sale,New,Water,4.0,1.0,511.0,12275506.0
Ibadan,7.37491,3.95171,Detached House,Rent,New,Internet,3.0,3.0,361.0,370043641.0
Benin city,6.32539,5.56425,Studio,Sale,Old,Security,4.0,2.0,152.0,70627990.0
Jos,9.91757,8.82633,Studio,Sale,New,Electricity,5.0,1.0,501.0,312129552.0
Kano,12.04759,8.60468,Apartment,Rent,Old,Parking,1.0,1.0,82.0,42904232.0
Abuja,9.0651,7.40996,Studio,Sale,Fairly Used,Parking,1.0,2.0,339.0,56532569.0
Ibadan,7.35566,3.92433,Mini Flat,Rent,New,Water,5.0,3.0,219.0,26510760.0
Maiduguri,11.81403,13.10409,Bungalow,Sale,Old,Electricity,4.0,1.0,539.0,89064839.0
Enugu,6.55204,7.47551,Detached House,Rent,Fairly Used,Security,2.0,2.0,594.0,6566148.0
Maiduguri,11.85283,13.11537,Mini Flat,Sale,Fairly Used,Parking,1.0,4.0,431.0,105145448.0
Lagos,6.52593,3.32934,Duplex,Sale,New,Water,3.0,4.0,113.0,33159798.0
Maiduguri,11.87982,13.18347,Appartment,Sale,New,Security,4.0,2.0,165.0,343138940.0
Enugu,6.57041,7.51779,Mini Flat,Sale,Old,Security,2.0,3.0,297.0,157529949.0
Maiduguri,11.81568,13.11044,Appartment,Rent,Fairly Used,Water,6.0,4.0,413.0,485276476.0
Kano,12.00726,8.63994,Detached House,Rent,New,Electricity,2.0,4.0,61.0,92940900.0
Abuja,9.08146,7.40709,Apartment,Sale,New,Parking,1.0,1.0,310.0,98060940.0
Lagos,6.56526,3.37479,Bungalow,Rent,Old,Internet,5.0,2.0,510.0,37667894.0
Maiduguri,11.86553,13.12675,Mini Flat,Sale,Old,Parking,5.0,1.0,449.0,181001375.0
Maiduguri,11.81561,13.14304,Studio,Sale,New,Electricity,5.0,4.0,571.0,127723160.0
Jos,9.93084,8.88658,Appartment,Rent,New,Security,5.0,2.0,366.0,194798001.0
Enugu,6.51741,7.51388,Duplex,Sale,New,Internet,1.0,2.0,162.0,314498667.0
Kano,11.98897,8.61221,Duplx,Sale,Old,Water,2.0,4.0,567.0,223282158.0
Port harcourt,4.85517,7.02989,Duplx,Sale,Old,Internet,1.0,4.0,492.0,478571042.0
Maiduguri,11.80923,13.14547,Duplex,Rent,New,Water,3.0,4.0,264.0,59332109.0
Maiduguri,11.83965,13.11194,Appartment,Sale,Old,Electricity,6.0,3.0,317.0,72870931.0
Lagos,6.56815,3.39852,Bungalow,Sale,New,Electricity,1.0,4.0,352.0,326112268.0
Benin city,6.341,5.63502,Appartment,Rent,New,Parking,3.0,1.0,130.0,48560953.0
Ibadan,7.35112,3.97725,Appartment,Rent,New,Parking,3.0,1.0,200.0,33599098.0
Port harcourt,4.81855,7.02875,Mini Flat,Rent,Fairly Used,Electricity,3.0,3.0,595.0,40502003.0
Maiduguri,11.84959,13.15059,Apartment,Rent,New,Water,2.0,4.0,463.0,24281338.0
Maiduguri,11.79696,13.16495,Mini Flat,Sale,New,Internet,6.0,4.0,536.0,148832194.0
Lagos,6.49806,3.41783,Studio,Rent,New,Electricity,4.0,4.0,593.0,36815074.0
Jos,9.85884,8.84462,Duplex,Rent,Old,Water,6.0,4.0,388.0,94415752.0
Kano,12.04569,8.60718,Duplx,Sale,Old,Security,5.0,3.0,536.0,324623817.0
Abuja,9.05956,7.41034,Apartment,Rent,Fairly Used,Internet,5.0,1.0,212.0,57214444.0
Kano,11.99658,8.62756,Detached House,Sale,Fairly Used,Water,5.0,2.0,88.0,273313108.0
Abuja,9.07279,7.37453,Bungalow,Rent,Fairly Used,Water,4.0,3.0,557.0,202162436.0
Maiduguri,11.79939,13.14247,Apartment,Rent,New,Internet,5.0,4.0,86.0,341537806.0
Benin city,6.32765,5.63018,Appartment,Rent,Fairly Used,Electricity,1.0,4.0,216.0,424970421.0
Benin city,6.37465,5.62185,Apartment,Rent,Old,Electricity,1.0,4.0,212.0,33348729.0
Ibadan,7.35152,3.93175,Mini Flat,Rent,Old,Parking,4.0,2.0,410.0,85478916.0
Lagos,6.522,3.4038,Detached House,Sale,New,Internet,2.0,1.0,197.0,430033451.0
Enugu,6.48059,7.51799,Studio,Sale,Fairly Used,Water,6.0,1.0,396.0,346831128.0
Kaduna,10.5463,7.48591,Appartment,Sale,Old,Internet,2.0,4.0,132.0,174945828.0
Maiduguri,11.7855,13.19881,Duplx,Sale,Fairly Used,Security,2.0,3.0,231.0,217179961.0
Lagos,6.52708,3.36244,Detached House,Rent,Old,Electricity,6.0,4.0,584.0,277495372.0
Abuja,9.09838,7.44213,Mini Flat,Sale,New,Security,6.0,2.0,588.0,259296569.0
Maiduguri,11.80496,13.17965,Mini Flat,Sale,Old,Parking,2.0,3.0,326.0,42411823.0
Lagos,6.53294,3.3893,Mini Flat,Rent,New,Security,2.0,4.0,532.0,399124262.0
Kaduna,10.5406,7.39389,Appartment,Rent,New,Electricity,4.0,3.0,468.0,22582625.0
Kaduna,10.52411,7.47858,Apartment,Rent,Old,Electricity,6.0,2.0,541.0,191034509.0
Kaduna,10.51482,7.4799,Detached House,Rent,New,Electricity,6.0,4.0,64.0,47111472.0
Ibadan,7.40749,3.93445,Duplx,Rent,New,Water,3.0,2.0,302.0,286431215.0
Benin city,6.30286,5.59797,Appartment,Rent,Old,Security,3.0,1.0,81.0,106820223.0
Enugu,6.53233,7.55473,Duplex,Sale,Fairly Used,Internet,4.0,1.0,62.0,59145233.0
Kaduna,10.48884,7.47831,Detached House,Sale,Fairly Used,Security,4.0,3.0,234.0,56189930.0
Abuja,9.08915,7.39489,Studio,Sale,Fairly Used,Parking,3.0,3.0,508.0,213911688.0
Kano,12.00914,8.56191,Appartment,Sale,Old,Electricity,4.0,4.0,572.0,136025802.0
Maiduguri,11.8562,13.10552,Apartment,Rent,Old,Security,5.0,3.0,340.0,57417056.0
Jos,9.85322,8.8279,Apartment,Sale,Old,Security,3.0,3.0,501.0,76507552.0
Lagos,6.49133,3.3807,Bungalow,Sale,Old,Internet,3.0,3.0,170.0,59026057.0
Jos,9.87087,8.87118,Duplex,Sale,New,Parking,2.0,3.0,276.0,25428269.0
Enugu,6.53966,7.48318,Studio,Sale,New,Internet,6.0,2.0,430.0,368358907.0
Maiduguri,11.82364,13.10785,Duplx,Rent,Fairly Used,Parking,3.0,1.0,44.0,385810150.0
Kaduna,10.5563,7.47817,Duplx,Rent,Old,Parking,1.0,2.0,102.0,86663319.0
Maiduguri,11.86767,13.13995,Mini Flat,Sale,Old,Internet,6.0,2.0,265.0,39517343.0
Kaduna,10.52672,7.46271,Mini Flat,Sale,New,Water,1.0,4.0,264.0,38801647.0
Kano,11.98945,8.57989,Appartment,Sale,Old,Water,1.0,1.0,426.0,34575717.0
Ibadan,7.36078,3.96637,Detached House,Sale,Old,Internet,2.0,1.0,482.0,26199037.0
Kano,12.00382,8.54837,Mini Flat,Rent,Fairly Used,Internet,6.0,3.0,285.0,172835298.0
Port harcourt,4.77821,7.01563,Studio,Rent,Old,Security,4.0,2.0,127.0,307685681.0
Jos,9.93662,8.8418,Studio,Rent,New,Electricity,2.0,2.0,442.0,16067724.0
Jos,9.87469,8.84464,Detached House,Sale,New,Internet,5.0,2.0,327.0,199763462.0
Benin city,6.30771,5.6172,Duplx,Sale,Old,Internet,3.0,3.0,309.0,65635933.0
Abuja,9.10622,7.37546,Detached House,Sale,Old,Parking,3.0,3.0,191.0,199632619.0
Lagos,6.56195,3.38623,Bungalow,Rent,Fairly Used,Electricity,4.0,3.0,252.0,382333356.0
Port harcourt,4.76685,7.03179,Mini Flat,Sale,Fairly Used,Internet,2.0,3.0,216.0,393890911.0
Abuja,9.04543,7.43101,Appartment,Rent,Old,Security,4.0,1.0,434.0,427514186.0
Kaduna,10.55345,7.47618,Duplex,Rent,Fairly Used,Water,5.0,3.0,502.0,48842308.0
Ibadan,7.35213,3.90855,Detached House,Sale,Fairly Used,Parking,2.0,4.0,444.0,58030137.0
Lagos,6.53055,3.33524,Bungalow,Sale,Old,Security,5.0,1.0,312.0,74802954.0
Kano,11.99069,8.58898,Appartment,Sale,Old,Water,5.0,4.0,142.0,21242795.0
Abuja,9.10375,7.41468,Apartment,Rent,Fairly Used,Internet,5.0,2.0,481.0,77708815.0
Kano,11.99832,8.56025,Bungalow,Rent,Fairly Used,Water,6.0,4.0,503.0,5023457.0
Maiduguri,11.83377,13.1087,Apartment,Sale,Old,Water,3.0,3.0,517.0,9659825.0
Ibadan,7.41962,3.92112,Detached House,Sale,Fairly Used,Internet,5.0,3.0,459.0,211713513.0
Jos,9.8975,8.87522,Duplx,Rent,Fairly Used,Parking,1.0,1.0,535.0,489080254.0
Ibadan,7.33283,3.91155,Mini Flat,Rent,Old,Parking,4.0,4.0,112.0,240706572.0
Port harcourt,4.82392,7.00564,Appartment,Rent,Fairly Used,Security,2.0,2.0,331.0,417043124.0
Port harcourt,4.85916,7.08069,Detached House,Sale,Fairly Used,Water,4.0,3.0,274.0,39728561.0
Benin city,6.35236,5.65364,Bungalow,Sale,New,Electricity,4.0,3.0,159.0,151710918.0
Jos,9.89016,8.82692,Appartment,Sale,Old,Internet,1.0,3.0,466.0,10033580.0
Kano,11.97785,8.55998,Studio,Sale,New,Security,2.0,1.0,318.0,76098059.0
Kano,12.0458,8.54569,Detached House,Sale,Old,Security,3.0,1.0,400.0,34248888.0
Jos,9.89817,8.81481,Detached House,Rent,Old,Parking,3.0,4.0,374.0,214272123.0
Jos,9.91037,8.83412,Studio,Rent,Old,Water,5.0,4.0,389.0,13717485.0
Maiduguri,11.83198,13.10302,Apartment,Sale,Old,Parking,6.0,4.0,394.0,401735943.0
Abuja,9.07369,7.42309,Appartment,Rent,Fairly Used,Internet,1.0,4.0,124.0,89250455.0
Kano,11.99858,8.5985,Mini Flat,Sale,Fairly Used,Internet,4.0,3.0,322.0,29128996.0
Port harcourt,4.82669,7.00604,Apartment,Sale,New,Parking,3.0,2.0,394.0,116254670.0
Jos,9.90723,8.83059,Bungalow,Sale,Fairly Used,Water,4.0,3.0,197.0,8402839.0
Kaduna,10.56279,7.46998,Duplex,Sale,New,Water,2.0,1.0,195.0,436173884.0
Kano,11.97792,8.59004,Bungalow,Sale,New,Water,5.0,3.0,50.0,412321119.0
Ibadan,7.36737,3.96501,Apartment,Sale,Fairly Used,Security,1.0,1.0,43.0,55835380.0
Abuja,9.07213,7.43957,Bungalow,Sale,Old,Water,5.0,1.0,536.0,186321763.0
Kaduna,10.54589,7.47279,Apartment,Sale,Fairly Used,Water,6.0,4.0,88.0,173667693.0
Kaduna,10.48355,7.40483,Bungalow,Sale,New,Electricity,4.0,2.0,75.0,34359876.0
Enugu,6.56048,7.54476,Studio,Rent,Fairly Used,Parking,4.0,1.0,256.0,498545027.0
Abuja,9.10479,7.35833,Duplex,Rent,Old,Electricity,5.0,3.0,479.0,24857432.0
Kano,12.035,8.59803,Mini Flat,Sale,Old,Internet,4.0,1.0,310.0,342877016.0
Maiduguri,11.80538,13.1139,Duplex,Sale,New,Water,3.0,4.0,463.0,39584184.0
Maiduguri,11.80214,13.18952,Detached House,Rent,Fairly Used,Water,6.0,1.0,51.0,423468586.0
Benin city,6.3115,5.64477,Duplex,Rent,New,Internet,6.0,3.0,266.0,461806078.0
Kaduna,10.55231,7.46286,Appartment,Rent,Fairly Used,Electricity,2.0,4.0,447.0,270781530.0
Maiduguri,11.83806,13.10699,Mini Flat,Rent,Old,Internet,2.0,1.0,239.0,75472497.0
Enugu,6.54744,7.51773,Bungalow,Rent,Fairly Used,Water,2.0,4.0,42.0,29742237.0
Port harcourt,4.81008,7.04046,Bungalow,Rent,Old,Water,5.0,4.0,541.0,68145555.0
Lagos,6.52192,3.33597,Detached House,Sale,Fairly Used,Security,3.0,3.0,198.0,43772231.0
Lagos,6.56313,3.35563,Detached House,Rent,Old,Water,5.0,3.0,130.0,94291365.0
Abuja,9.06373,7.36368,Studio,Sale,Fairly Used,Water,4.0,4.0,190.0,81097366.0
Ibadan,7.33334,3.9206,Duplx,Sale,New,Internet,2.0,4.0,377.0,355879536.0
Ibadan,7.3899,3.99281,Mini Flat,Rent,Old,Internet,6.0,3.0,470.0,181418289.0
Enugu,6.52296,7.48649,Duplx,Rent,Fairly Used,Electricity,1.0,1.0,346.0,22892944.0
