Title,Price,Location,Description
"3bdrm Bungalow in Peculiar Orogeh, Akobo for sale","₦ 48,000,000",Akobo,*hot sales* exquisitely built standard 3 bedroom flat with security house available for...
"4bdrm Bungalow in Olusoji Avenue Off, Ibadan for sale","₦ 45,000,000",Ibadan,For sale 4 bedrooms burgalow in a very good & secure location sitting on a full plot of land @...
Furnished 4bdrm Duplex in Agodi Gra for sale,"₦ 320,000,000",Agodi,FOR SALE AT AGODI Fully furnished 4-bedrooms duplex for sale at Agodi GRA Price : 320m. (Furnished...
"3bdrm Bungalow in Ateere, Kasunmu Road, Akala Express for sale","₦ 90,000,000",Akala Express,3bedroom bungalow 1bedroom flat bq ateere akala express ibadan if u want it furnished price...
4bdrm Duplex in Akobo for sale,"₦ 150,000,000",Akobo,"Newly Built 4 bedrooms detached duplex at Akala Estate, Akobo Ibadan Description: Newly Built 4..."
"6bdrm Bungalow in Alegongo, Akobo for sale","₦ 45,000,000",Akobo,"*description*: 2 unit of 3 bedroom bungalow on over 1,200 sqm *location*: alegongo, akobo, ibadan."
"18bdrm Block of Flats in Kasumu Estate, Akala Express for sale","₦ 60,000,000",Akala Express,*9 Units Of 2 Beds / Akala Express For Sale !! Uncompleted 9 units of 2 bedrooms apartments in...
"2bdrm Bungalow in Baptist Grammar, Idishin for sale","₦ 45,000,000",Idishin,"For Sales Modern 2 bedroom apartment 3 toilets, dinning area, kitchen with cabinet, water heaters,..."
Furnished 4bdrm Duplex in Jericho Gra for sale,"₦ 160,000,000",Jericho,For Sale Terrace Duplex Apartments in Jericho* Luxury 3 & 4 Bedroom Duplexes For sale (24 Units...
"3bdrm Duplex in Olonde, Ologuneru for sale","₦ 50,000,000",Ologuneru,"3-bedroom duplex with an upper lounge for sale in a developed environment at olonde, Ologuneru,..."
4bdrm Bungalow in Iyanganku for sale,"₦ 600,000,000",Iyanganku,"4 bedroom with 2 bedroom chalet at Kobiowu crescent Iyaganku GRA Ibadan *Sales @ Kobiowu Crescent,..."
7bdrm Duplex in Jericho for sale,"₦ 350,000,000",Jericho,"7 bedroom on 2538sqm at Onireke GRA, Jericho Ibadan 7 bedroom detached duplex with four units of..."
5bdrm Duplex in Oluyole Estate for sale,"₦ 250,000,000",Oluyole Estate,"Newly Built Luxury 5 Bedroom Duplex + BQ at Oluyole Estate, Ibadan. This property is semi-furnished..."
"7bdrm Block of Flats in Ogungbade Old Ife Rd, Ibadan for sale","₦ 50,000,000",Ibadan,*3 Flats / Old Ife Road For Sale !! 3 Blocks Of Flat Comprises Of • 2 beds duplex & 2 units of 2...
"4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 220,000,000",Akobo,*| NEED TO SELL VERY FAST| * *”AVAILABLE SALE LISTINGS”* A Contemporary new built and structurally...
3bdrm Bungalow in Orinsumbare Apata for sale,"₦ 37,000,000",Apata,"This is an executive, very spacious 3 bedroom bungalow with the following features. very big living..."
"Furnished 3bdrm Bungalow in Harmony Estate, Eleyele for sale","₦ 65,000,000",Eleyele,*FOR SALE IN IBADAN CITY* *Newly Built 3 Bedroom Detached Bungalow plus a room Bq with Solar...
3bdrm Duplex in Akobo for sale,"₦ 270,000,000",Akobo,3 bedroom duplex detached duplex at main Kolapo ishola gra akobo ibadan Location: Kolapo Ishola...
"5bdrm Duplex in Cedarhaus Gardens, Oluyole Estate for sale","₦ 185,000,000",Oluyole Estate,*premium value 5 bedroom duplex for sale* features - ⁠great value for money - ⁠spacious living...
4bdrm Duplex in Akobo for sale,"₦ 130,000,000",Akobo,"FULLY DETACHED 4-BEDROOM DUPLEX AT PALACE ESTATE, AKALA, Akobo, Ibadan, Nigeria Price:..."
4bdrm House in Akobo for sale,"₦ 220,000,000",Akobo,*direct brief* newly built fully detached 4-bedroom triplex with penthouse. location: kolapo ishola...
"5bdrm Duplex in Toose Estate, Moniya for sale","₦ 120,000,000",Moniya,Still Available *Mixed Used / Moniya / 120M* For Sale !! Mixed Used Property Comprises 5 Beds hWith...
"3bdrm Bungalow in Abatiti Street, Iwo Road for sale","₦ 18,000,000",Iwo Road,"*FOR SALE A fully detached 3 bungalow now available on 549sqm of land with all tiles, imported..."
"4bdrm Duplex in Akoto Estate Elebu, Akala Express for sale","₦ 90,000,000",Akala Express,Direct brief. Just out for Sale 4 bedroom Duplex for sale at elebu Akoto estate. Price 90m. Title....
"Furnished 4bdrm Duplex in Kolapo Ishola Gra, for sale","₦ 220,000,000",Akobo,*FOR SALE* Luxury 4-Bedroom Fully Detached Triplexes (3 Floors) in the prestigious Kolapo Ishola...
Furnished 4bdrm Duplex in Akobo for sale,"₦ 170,000,000",Akobo,4 bedroom duplex at Carlton gate Estate Akobo GRA ibadan Detached 4 bedroom duplex at Carlton Gate...
"6bdrm Duplex in Airforce Estate, Akobo for sale","₦ 95,000,000",Akobo,"2 units of tastefully finished newly built luxurious 6 bedroom duplex at airforce estate, akobo,..."
"Furnished 3bdrm Bungalow in Olunde, Ologuneru for sale","₦ 65,000,000",Ologuneru,Luxury 3 bedroom’s bungalow with everything inside with all modernfacilities Location::ologuneru...
4bdrm House in Carlton Gate Akobo for sale,"₦ 120,000,000",Akobo,4bed duplex with study room at carton gate estate akobo 120m
5bdrm Duplex in Agodi Gra for sale,"₦ 125,000,000",Agodi,*5 Beds / Agodi GRA / 125M* For Sale !! 4 Beds Fully Detached Duplex Home with BQ In a Mini Gated...
"6bdrm Bungalow in Ilupelu Estate, Akala Express for sale","₦ 35,000,000",Akala Express,*Now Selling* A Six (6)bedroom Bungalow with extra land it’s in a well gated neighborhood ...
"12bdrm Duplex in Frin Estate, Jericho for sale","₦ 200,000,000",Jericho,These are very lovely 4 units of 3 bedroom duplexes at roofing level in a secluded...
"Furnished 4bdrm Bungalow in Legalu, CHallenge / Ibadan for sale","₦ 150,000,000",CHallenge / Ibadan,"*Sales @ Lagelu Estate, Challenge* Exquisitely built and fully furnished 4-bedrooms bungalow plus a..."
4bdrm Duplex in Oluyole Estate for sale,"₦ 310,000,000",Oluyole Estate,"4 bedroom duplex at BLUE GATE, Oluyole Estate, Ibadan 4 Bedroom Duplex + Maid’s Room (Gated,..."
"4bdrm Duplex in Aerodrome Gra, Samonda for sale","₦ 300,000,000",Samonda,"Fully Detached 4-Bedroom Duplex + BQ Location: Aerodrome GRA, Samonda, Ibadan, Oyo..."
"Furnished 4bdrm Duplex in S&T Estate, Jericho for sale","₦ 350,000,000",Jericho,*4 beds / jericho / 350m* for sale !! fully furnished 4 bedrooms duplex home with bq & security...
"5bdrm Duplex in Adex Area, Monatan, Iwo Road for sale","₦ 92,000,000",Iwo Road,All room Ensuite * 2 Living rooms with waiting rooms * 2 bedroom BQ * Reading room * Functional...
"5bdrm Bungalow in Airforce Estate, Akobo for sale","₦ 200,000,000",Akobo,"For Sale: A fully detached 5Bedroom bungalow with 2bed bq on a total land area of 1,200sqm within a..."
Furnished 10bdrm Block of Flats in Alaaka Elebu Off for sale,"₦ 80,000,000",Akala Express,4 flat of 3 bedroom built on about 900sqm of land at Alaaka Elebu(one plot from the main road) with...
"Furnished 4bdrm Bungalow in Abese-Elebu, Akala Express for sale","₦ 80,000,000",Akala Express,For sales: 2 units of 2bedroom one up one down with 4bedroom bungalow on a 2plots of land at Abese...
4bdrm Duplex in Jericho for sale,"₦ 80,000,000",Jericho,4 bedroom duplex with BQ behind DSS Estate Jericho Ibadan • Features - en-suite - guest toilet -...
"4bdrm Duplex in Emmanuel Estate, Jericho for sale","₦ 175,000,000",Jericho,"Luxury 4-Bedroom Duplex + BQ Emmanuel Estate, Ile-Tuntun, Jericho Extension, Ibadan ₦175m & ₦185m..."
"4bdrm Duplex in Lere Adigun Gra, Basorun for sale","₦ 300,000,000",Basorun,*4 Beds / Lere Adigun For Sale !! Newly Built 4 Beds Duplex Home In Newly Developed Estate In...
"4bdrm Bungalow in Idi Omo, Ojoo for sale","₦ 25,000,000",Ojoo,*4 beds / Ojoo /25m* For sale !! 4 bedrooms bungalow home with a shop outlet in a residential...
"3bdrm Block of Flats in Idiorogbo Estate,, Akobo for sale","₦ 70,000,000",Akobo,"FOR SALE 4 units of 3 bedroom bungalow Land size: 842sqm Location:- at Idiorogbo estate, ojurin..."
"4bdrm Duplex in Carlton Gate Estate, for sale","₦ 200,000,000",Ibadan,"*For Sale:* Units of luxurious 4-bedroom fully detached duplexes located in Carlton Gate Estate,..."
"Furnished 5bdrm Duplex in Omololu Olunloyo Gra, Rind Road for sale","₦ 170,000,000",Rind Road,"FRESH LISTING Luxurious, beautiful 5 bedroom duplex with an executive 1 bedroom apartment as bq in..."
4bdrm Duplex in Akobo for sale,"₦ 290,000,000",Akobo,4 bedroom duplex with BQ at kolapo ishola gra akobo ibadan 4bedroom duplex with pent house and...
2bdrm Apartment in Chief Lateef Oyelade for sale,"₦ 70,000,000",Rind Road,"Luxury 2-Bedroom Apartment Brand New & Elegantly Finished Chief Lateef Oyelade GRA, Oluyole, Ring..."
"10bdrm Duplex in Aerodrome Gra, Samonda for sale","₦ 650,000,000",Samonda,*6 Beds & 4 Beds Duplexes / Aerodrome GRA* For Sale !! Modern 6 Bedrooms mansion (duplex) & 4 Beds...
"4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 210,000,000",Akobo,FOR SALE A Contemporary Newly built and Structurally sound and tasteful finished Two (2)Units of...
"1bdrm Block of Flats in Ayotebi Estate, Basorun for sale","₦ 12,000,000",Basorun,"direct investment offer – atoyebi courts, bashorun! invest in atoyebi courts, bashorun — a thriving..."
"5bdrm Block of Flats in Legacy Bada Estate,, Akobo for sale","₦ 250,000,000",Akobo,For sale price review ( *perfectly okay for residential / commercial purposes* ). a structurally...
6bdrm Bungalow in Alakia-Isebo for sale,"₦ 45,000,000",Alakia,"This is a well built, structurally sound six bedroom bungalow suitable for many purposes It is less..."
"Furnished 4bdrm Duplex in Carlton Gate, Akobo for sale","₦ 220,000,000",Akobo,"Newly built and exquisitely finished 4-Bedroom Fully Detached Duplex with premium features, located..."
4bdrm Block of Flats in Akobo for sale,"₦ 175,000,000",Akobo,Newly built 4 bedroom duplex at kolapo ishola gra akobo ibadan Newly completed 4 units of 4bedroom...
"4bdrm Bungalow in Akingbile Estate, Moniya for sale","₦ 70,000,000",Moniya,"* HOME FOR SALE IN A SERENE ENVIRONMENT WITH EASY ACCESSIBILITY Tastefully Finished, Newly Built..."
"3bdrm Bungalow in Royal Estate, Akala Express for sale","₦ 45,000,000",Akala Express,"*3 beds / akala express *for sale* a well-built, standard, and spacious 3-bedroom exotic bungalow..."
"3bdrm Bungalow in Kasumu Estate, Akala Express for sale","₦ 55,000,000",Akala Express,"*Bungalow @ Kasumu Estate, Akala Express* *3 bedroom Modern Bungalow with 2 units room self cons* @..."
4bdrm Duplex in Jericho for sale,"₦ 165,000,000",Jericho,*| NEED TO SELL VERY FAST| * *”AVAILABLE SALE LISTINGS”* A Contemporary newly built and structurally...
"4bdrm Block of Flats in Aworawo, Ojoo for sale","₦ 40,000,000",Ojoo,Two units of 4bedroom & 3bedroom with a garage on 801sqm land. Benefits Well fenced and...
"Furnished 3bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 140,000,000",Akobo,"Exclusive Sale A 3-bedroom semi-detached duplex with a room BQ, 3.5kva solar inverter system, and..."
4bdrm Duplex in Bodija for sale,"₦ 200,000,000",Bodija,Semi detached 4 bedroom duplex with BQ at Ikolaba Estate bodija ibadan Newly built 4bedroom duplex...
4bdrm Duplex in Jericho Gra for sale,"₦ 220,000,000",Jericho,"FOR SALE – LUXURIOUS DUPLEXES Tastefully finished 4-Bedroom Duplexes, thoughtfully designed with..."
5bdrm Duplex in Olive Court Agodi for sale,"₦ 200,000,000",Agodi,5 Bedrooms Duplex Semi Finished In Gated Estate with Maximum Security BUY & FULLY FINISHED TO YOUR...
"4bdrm Duplex in Emmanuel Estate,, Idishin for sale","₦ 185,000,000",Idishin,Exquisitely built units of Luxury 4BEDROOM DUPLEX with a BQ Features : - Spacious Compound - All...
Furnished 4bdrm Duplex in Kolapo Ishola Gra for sale,"₦ 200,000,000",Ibadan,For sale Newly constructed fully detached 4 bedroom duplex with a room bq. Location: KOLAPO ISHOLA...
5bdrm Duplex in Adetokun Street Aft for sale,"₦ 150,000,000",Ibadan,Direct from owner Elegantly built 5bedrooms duplex with 3 sitting rooms 2 Kitchens and 2 rooms bq ....
"20bdrm Block of Flats in House8, Monatan Rd,, Ibadan for sale","₦ 160,000,000",Ibadan,*for outright sale* direct instructions 1. three blocks of storey buildings having 10 flats block...
"4bdrm Bungalow in Akoto, Akala Express for sale","₦ 60,000,000",Akala Express,"4 bedroom bungalow with waiting room, kitchen,5 toilets, security house with toilet, Generator..."
2bdrm Duplex in Akobo for sale,"₦ 100,000,000",Akobo,"A Detached 2-Bedroom Duplex Carlton Gate Estate, Akobo, Ibadan. (Agro) Location: Carlton Gate..."
3bdrm House in Eleyele for sale,"₦ 60,000,000",Eleyele,Newly built semi-funished 3-bedroom fully detached bungalow with a room BQ. ✓The kitchen is fitted...
"18bdrm Block of Flats in Near Iwo Road, Ibadan for sale","₦ 100,000,000",Ibadan,6 Flats / General Gas Akobo Road / 100M For Sale !! Rental income property comprises 6 blocks of...
"4bdrm Bungalow in Idiape,, Akobo for sale","₦ 35,000,000",Akobo,"FOR SALE 4 bedrooms bungalow on a full plot of land with all rooms Ensuite, P O P fully, tiles all..."
5bdrm Duplex in Rotimi Wiliams for sale,"₦ 200,000,000",Bodija,This is an ungoing project of executive terraced 4 bedroom duplex with a room bq spacious living...
"6bdrm Duplex in Mogana Elebu, Ibadan for sale","₦ 65,000,000",Ibadan,For Sale Two carport Two entrance gate Borehole water Security gate Six rooms duplex Three...
"Furnished 4bdrm Duplex in Omolayo, Akobo for sale","₦ 170,000,000",Akobo,"Newly Built Four bedrooms duplex and a room self contained for sale at Omolayo, Akobo Ibadan. *..."
5bdrm Duplex in Akala Express for sale,"₦ 170,000,000",Akala Express,5 bedroom duplex with bq at heritage estate off akala express way ibadan exquisite & tastefully...
4bdrm Duplex in Iwo Road for sale,"₦ 25,000,000",Iwo Road,"A Palatial 4BEDROOM DUPLEX Spacious 4-Bedroom Duplex with 2 sitting rooms, borehole, wardrobes,..."
"8bdrm Block of Flats in Alafara Area, Idishin for sale","₦ 35,000,000",Idishin,*4 Flats / Alafara Area /* For Sale !! 4 units of 2 beds apartment each with 3 baths in a...
"Furnished 5bdrm Duplex in Providence Estate,, Eleyele for sale","₦ 350,000,000",Eleyele,FOR SALE AT PML PROPERTIES A fully furnished 5 bedroom detached duplex + another 2 bedroom duplex -...
5bdrm Bungalow in Aba Beji Aparaja Odo for sale,"₦ 35,000,000",Odo Ona,This is an uncompleted bungalow having 2 units of 2 bedroom apartments and 1 unit of 1bedroom...
"3bdrm Bungalow in Bera, Akobo for sale","₦ 75,000,000",Akobo,"New 3 bedroom bungalow plus a room BQ @ BERA Estate, Akobo, Ibadan. Price: ₦75m Source(Opeyemi e)"
"3bdrm Bungalow in Wire And Cable, Apata for sale","₦ 25,000,000",Apata,Uncompleted 3bdrm Building For Sale 3bedroom uncompleted building at initial level for sale has a...
"7bdrm Mansion in Ajadi Estate, Ologuneru for sale","₦ 65,000,000",Ologuneru,"7 Bedroom uncompleted building , in a serene environments , Located in the heart of Ologuneru Ibadan..."
"4bdrm Duplex in Kolapo Ishola Gra, Akobo for sale","₦ 180,000,000",Akobo,Luxurious 4-bedroom detached duplex with bq with state of the art facilities in a serene and secure...
"14bdrm Block of Flats in Behind Owu Crown, Iwo Road for sale","₦ 60,000,000",Iwo Road,*4 Flats / Iwo Road For Sale !! 4 Blocks of 3 Bedroom Flats With 2 Bedrooms BQ built On 600 Sqm...
"3bdrm Bungalow in Abdul-Salam Estate,, Akobo for sale","₦ 85,000,000",Akobo,"` |need to sell very fast|` *_|available sales project|_* a contemporary built, structurally sound..."
4bdrm Duplex in Link Reservation for sale,"₦ 230,000,000",Ibadan,"*FOR SALE* Four (4) NOS of 4-bedroom fully detached duplexes with automated gate, heat extractor,..."
"Furnished 4bdrm Duplex in Emmanuel Estate, for sale","₦ 170,000,000",Jericho,"*DIRECT BRIEF @ EMANUEL ESTATE* *2 units of newly built detached 4 bedroom duplex, each with a room..."
5bdrm Duplex in Agodi for sale,"₦ 500,000,000",Agodi,5 bedroom duplex newly completed at Agodi GRA 500m (Agro)
"Furnished 5bdrm Duplex in Lere Adigun Gra, Basorun for sale","₦ 200,000,000",Basorun,5-bedroom Duplex built in form of Terrace. Location:Eng lere Adigun GRA Ibadan. Price:200m Source...
4bdrm Duplex in Akobo for sale,"₦ 165,000,000",Akobo,4 bedroom detached duplex with BQ at carlton gate akobo ibadan Newly constructed 4 bedroom detached...
4bdrm Penthouse in New Bodija Estate for sale,"₦ 165,000,000",Bodija,Tastefully finished newly built luxurious 4-bedroom detached triplex with bq with state of the art...
"6bdrm Block of Flats in Elewuro Estate, Akobo for sale","₦ 85,000,000",Akobo,"FOR SALE 4-Bedroom & 2-Bedroom Bungalow with modern facilities in a fully developed area of Akobo,..."
2bdrm Maisonette in Rind Road for sale,"₦ 65,000,000",Rind Road,"FLATS FOR SALE 2 Bedroom flat- 65m 1 bedroom flat- 55m (Promo price) 24 Hours Electricity, Tight..."
Furnished 4bdrm Bungalow in Ateere Akala Express for sale,"₦ 90,000,000",Ibadan,For sale semi direct *3bedroom bungalow* *1bedroom flat bq* ateere akala express ibadan *if u want...
"Furnished 4bdrm Duplex in Carlton Gate, Akobo for sale","₦ 270,000,000",Akobo,"For sale: 4-bedroom duplex with a room bq location: carlton gate estate, akobo,ibadan price:..."
4bdrm Duplex in Jericho for sale,"₦ 170,000,000",Jericho,4 bedroom detached duplex with BQ at Emmanuel Estate Jericho Ibadan 2 units of newly built detached...
4bdrm Duplex in Jericho for sale,"₦ 185,000,000",Jericho,"4-Bedroom Duplex with BQ at Emmanuel Estate, NIHORT, Jericho ibadan (Gospel) Price: ₦185M"
4bdrm Duplex in Akobo for sale,"₦ 210,000,000",Akobo,4 bedroom duplex at carton gate akobo ibadan Elegant Fully Detached 4 Beds Duplex Home with...
5bdrm Duplex in Tiger Mini Estate Ojoo for sale,"₦ 140,000,000",Ojoo,tastefully finished newly built luxurious 5-bedroom detached duplex with bq with state of the art...
"3bdrm Bungalow in Akala Way, Akobo for sale","₦ 80,000,000",Akobo,*3 Beds / Akobo / 80M* For Sale !! 3 Beds modern Bungalow Home + Security post in secured gated...
4bdrm Bungalow in Iyanganku for sale,"₦ 550,000,000",Iyanganku,For Sale A bungalow of 4 bedroom with a 2BQ sitting on 2622sqm Location at a serene area of...
6bdrm Bungalow in Ilupelu Estate for sale,"₦ 35,000,000",Ibadan,*Now Selling* SEMI DIRECT INSTRUCTION A 6 bedroom Bungalow with extra land it’s in a well gated...
"Furnished 5bdrm Duplex in Heritage Estate, Akala Express for sale","₦ 170,000,000",Akala Express,"New 5 bedroom detached duplex, beautiful and cosy. Location: Heritage Estate, off Akala Express...."
4bdrm Duplex in Akobo for sale,"₦ 270,000,000",Akobo,Newly built 4 Bedroom in Gated Estate Kolapo Ishola GRA Ibadan Build on 400 sqm Amenities -...
"8bdrm Block of Flats in Elebu, Akala Express for sale","₦ 80,000,000",Akala Express,"2 Units of 2-Bedroom Flats & 1 Unit of 4-Bedroom Bungalow Location: Abese, Elebu, Akala Express,..."
Mini Flat in Ibadan Polytechnic/University for sale,"₦ 34,000,000",Ibadan Polytechnic/University,3 units mini flat on a full standard plot of land. Running water Prepaid meter Easy access to road
"4bdrm Duplex in Onireke Gra, Jericho for sale","₦ 240,000,000",Jericho,*4 Beds / Onireke GRA For Sale !! Newly Built 4 Beds Fully Detached Duplex Penthouse With a Room...
"3bdrm Bungalow in Victoria Garden, Iwo Road for sale","₦ 70,000,000",Iwo Road,"*| need to sell very fast| * *”available sale listings”* a contemporary newly built, structurally..."
"8bdrm Apartment in Stargate Oluyole, Ibadan for sale","₦ 160,000,000",Ibadan,"For Sale Almost Newly built, 1 year old 4 units of 2 bedroom apartments in a secured estate near..."
"Furnished 7bdrm Duplex in Adeoje Estate, Akala Express for sale","₦ 160,000,000",Akala Express,7 bedroom duplex with 3 sitting rooms all ensuite (relatively new) 4 bedrooms bq and gate house...
4bdrm Duplex in Alalubosa for sale,"₦ 200,000,000",Alalubosa,4 bedroom duplex with BQ at alalubosa GRA Ibadan Newly built of 4 bedroom duplex attached with A...
16bdrm House in Anifalaje Akobo for sale,"₦ 60,000,000",Akobo,Build of 16 Rooms at anifalaje for sale 60m asking price 1min Drive to Akobo main Road
5bdrm Duplex in Heritage Estate for sale,"₦ 180,000,000",Oluyole Estate,Tastefully Newly fully detached 4 bedroom duplex with a room bq Location: Heritage estate Oluyole...
"9bdrm Block of Flats in Kolapo Ishola Gra, Akobo for sale","₦ 350,000,000",Akobo,*3 Units 3 Beds / Kolapo Akobo / 350M* For Sale !! Newly Built 3 units of 3 Bedrooms Apartments...
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","₦ 260,000,000",Akobo,*| NEED TO SELL VERY FAST| * *”AVAILABLE SALE LISTINGS”* A Contemporary newly built and structurally...
6bdrm Duplex in Malami Estate for sale,"₦ 299,000,000",Oluyole Estate,Direct instruction *luxurious 5 bedroom duplex sales* 5bedroom fully detached duplex for sale in a...
Furnished 3bdrm Bungalow in Owode- Apata for sale,"₦ 35,000,000",Apata,"CUTE BUNGALOW SALES This is a luxurious, beautiful, and very neatly used 3 bedroom bungalow with the..."
4bdrm Duplex in Akobo for sale,"₦ 350,000,000",Akobo,4 bedroom duplex with BQ at carton gate akobo ibadan Newly built 4 bedroom detached mansion sitting...
4bdrm Duplex in Jericho Gra for sale,"₦ 190,000,000",Jericho,"A Tastefully Finished Newly Built Semi - Detached 4bedroom Duplex. Located at Bashorun Apampa,..."
"4bdrm Block of Flats in Bako Bus Stop, Apata for sale","₦ 20,000,000",Apata,*2 Units 2 Beds/ Apata / 20M* For Sale !! 2 Unit of 2 Bedrooms Bungalow Home with 2 Baths Each...
"3bdrm Bungalow in Araba, Iwo Road for sale","₦ 28,000,000",Iwo Road,"EXCLUSIVE & MODERN 3-BEDROOM bungalow Location: Araba Area, Oluwo, Off New Ife Road, Ibadan..."
"6bdrm Block of Flats in Ajara Community, Akobo for sale","₦ 32,000,000",Akobo,*2 Units Of 3 Beds / Akobo / 30M* For Sale !! 2 Units of 3 Beds Apt each on a fully plot of land in...
"4bdrm Duplex in Alaafia Estate, Akobo for sale","₦ 190,000,000",Akobo,*| NEED TO SELL VERY FAST| * *”AVAILABLE SALE LISTINGS”* A Contemporary newly built and structurally...
"5bdrm Duplex in Kolapo Ishola Gra, for sale","₦ 250,000,000",Ibadan,"*FOR SALE*(100% Direct brief) Units of 5-bedroom fully detached triplexes at Kolapo Ishola GRA,..."
Furnished 3bdrm Bungalow in Akilapa Iyalode for sale,"₦ 50,000,000",Akobo,Direct brief FOR SALE. brand new bungalow property is a 1 unit of 3 bedroom at d front and a 2...
Furnished 3bdrm Bungalow in Jericho for sale,"₦ 100,000,000",Jericho,3 bedroom bungalow at alafara area ile titun jericho Area Ibadan This is an exquisitely built 3...
"3bdrm Bungalow in Alafara Mini Estate, Jericho for sale","₦ 65,000,000",Jericho,"A luxuriously designed 3bedroom bungalow with solar power supply, cctv and attached with a bq..."
7bdrm Block of Flats in Hope Alakia for sale,"₦ 55,000,000",Alakia,Residential & Commercial use Home for sale in a good strategic area of alakia facing the main...
"4bdrm Duplex in Lere Adigun Gra, Basorun for sale","₦ 170,000,000",Basorun,*4 Beds / Lere Adigun / 170M* For Sale !! Newly Built 4 Beds Semi-Detached Duplex Home In Newly...
"4bdrm Bungalow in Teller Estate, Akobo for sale","₦ 20,000,000",Akobo,"4 bedrooms all en suite with security House fenced but not gated, roofed completed Contact for..."
"Furnished 3bdrm Block of Flats in Apete Off, Ibadan for sale","₦ 25,000,000",Ibadan,Direct Brief 2 blocks of 3 bedroom each for sale. The living room is spaced with suspended ceiling...
"Furnished 4bdrm Duplex in Carlton Gate, Akobo for sale","₦ 230,000,000",Akobo,"Newly built and exquisitely finished 4-bedroom fully detached duplex with a self contained room BQ,..."
"Furnished 5bdrm Duplex in Gra, Iyanganku for sale","₦ 165,000,000",Iyanganku,5 bedroom terraced duplex at Iyaganku GRA Ibadan Serviced 5 Bedrooms terraces in hight brow area in...
"5bdrm Bungalow in Winners Way Ibadan, Basorun for sale","₦ 75,000,000",Basorun,5 BEDROOMS terrace bungalow in a duplex structure with two sitting rooms sitting on 558 sqms (Over...
"5bdrm Bungalow in Old Ife Road, Ibadan for sale","₦ 65,000,000",Ibadan,*3 & 2 beds / Old Ife Road / 65M* For Sale !! Magnificent 3 bedrooms bungalow with 2 bedrooms BQ and...
"4bdrm Duplex in Alpha Grace Estate,, Idishin for sale","₦ 135,000,000",Idishin,For sale four bedroom semi detached duplex ( self compound) land size : 627sqm location: alpha...
"2bdrm Duplex in Association Estate, Bodija for sale","₦ 120,000,000",Bodija,` |need to sell very fast|` _|100% direct to afolayan homes|_ a contemporary newly built and...
"4bdrm Duplex in Aerodrome Gra, Samonda for sale","₦ 300,000,000",Samonda,*| NEED TO SELL VERY FAST| * *”AVAILABLE SALE LISTINGS”* A Contemporary new built and structurally...
"3bdrm Bungalow in Premier Estate Akuru, Akala Express for Sale","₦ 15,000,000",Akala Express,This partially fenced 3 bedroom bungalow is in a well gated secured estate it has a visitors toilet...
"5bdrm Duplex in New Gbagi Market, Alakia for sale","₦ 150,000,000",Alakia,This is a newly built tastefully finished twin semi detached 5 bedroom duplexes sharing the same...
5bdrm Duplex in Agodi for sale,"₦ 200,000,000",Agodi,5 bedroom duplex with BQ at olive Court Agodi GRA Ibadan A 5 bedroom detached duplex+bq with Air...
4bdrm House in Akobo for sale,"₦ 120,000,000",Akobo,"*For sale in Ibadan* ■● Modern, New and Exquisitely detailed Unit 4 bedrooms detached duplexes,..."
"3bdrm Bungalow in Afin Iyanu, Eleyele for sale","₦ 60,000,000",Eleyele,"Direct ## Modern 3-Bedroom Detached Bungalow for Sale in Ibadan! *Location:* Harmony Estate,..."
"4bdrm Duplex in Association Estate, Bodija for sale","₦ 170,000,000",Bodija,For Sale Newly Built 2 units of 4 Bed room Semi Detached Duplex 2 Units of 2 Bed rooms Semi Detached...
"4bdrm Duplex in Legacy Estate, Akobo for sale","₦ 250,000,000",Akobo,"A Luxuriously Designed Semi - Detached 4bedroom Duplex. Located at Legacy Estate , inside Kolapo..."
5bdrm Duplex in Golf Club Onireke for sale,"₦ 185,000,000",Dugbe (Onireke),"For sale newly built 5bedroom duplex with, new mordern facilities , bq at golf club onireke gra..."
"Furnished 5bdrm Duplex in Ajila, Elebu, Akala Express for sale","₦ 70,000,000",Akala Express,Newly built and never been used before! Standard 5-Bedroom detached Duplex with six Toilets facility...
4bdrm Duplex in Jericho for sale,"₦ 330,000,000",Jericho,4 bedroom Duplex inside S&T army gated Estate Jericho GRA Ibadan Complicated 4 bedroom detached...
"4bdrm House in Engr. Lere Adigun, Basorun for sale","₦ 210,000,000",Basorun,Newly built 4-bedroom detached duplex with a room BQ located at Engr. Lere Adigun GRA. Price: ₦210m
"Furnished 3bdrm Bungalow in Erunmu Town, Ibadan for sale","₦ 33,000,000",Ibadan,*3 Beds / Erunmu For Sale !! Furnished 3 Beds Bungalow Home on 350 sqm In a Newly Developed Site...
"3bdrm Block of Flats in Galaxy Estate,, Akobo for sale","₦ 135,000,000",Akobo,"*URGENT SALES* Description: A Modern 8Nos. Three (3)bedroom flat Galaxy Estate, Idi-Ape off..."
"4bdrm Duplex in Association Street, for sale","₦ 180,000,000",Ibadan,"Direct property These newly built, luxury duplexes are still available for sale 2bed 120M..."
